id,texto
11,"Si bien el Titular, al finalizar su respuesta 25 del Tomo I de la Adenda indica, ""[p]or último, se aclara que el despeje de vegetación, en caso de requerirse, se encuentra incorporado en la evaluación de impacto del componente Plantas, en la superficie de corta considerada para la construcción de caminos nuevos”, esta acción conlleva un movimiento de suelo, que puede ser escarpe, excavación o compactación, por lo que se reitera lo consultado al Titular desde la perspectiva de suelo y de su capacidad de sustentar biodiversidad. Respuesta:
Xxx"
12,"El Titular como parte de la respuesta 29, 33 y 39 del Tomo I de la Adenda, hace mención al Anexo 1-5, “Actualización Manejo Ambiental del Proyecto en Fase de Construcción” de la Adenda para describir acciones que considera el Proyecto para evitar erosión; de los contenidos del citado anexo y la respuesta contenida en el numeral 39, se presentan las siguientes observaciones: Dentro de las medidas generales de rehabilitación, se solicita especificar detalladamente cómo, en el marco de la restauración de la morfología y geoforma, se garantizará la estabilidad del suelo -durante y después de su movimiento-, y del suelo vegetal -durante su depósito-, así como su no afectación por procesos erosivos o pérdida de sustrato por remoción.
Como complemento a lo señalado anteriormente, se solicita explicar cómo, en condiciones de clima árido, se logrará que el material vegetal chipeado se descomponga naturalmente y aporte materia orgánica al suelo restituido; lo anterior, considerando que éste no es incorporado en el perfil del suelo.
Se solicita señalar la forma en la que el suelo removido será mantenido para que no se pierda por procesos erosivos y, además, indicar la forma en la que se separarán los horizontes y la forma en la que se restituirá, de manera que permita mantener su estructura, propiedades y características al momento de disponer el suelo al área en recuperación.
Se reitera que la descripción y diseño de las obras de control de erosión en las obras temporales son demasiado genéricas y se requiere que se presenten indicadores de éxito que den cuenta que cumple la función para las que se construyeron. Sólo se acompañó el detalle de la ubicación y tipo de obra en formato KMZ, sin embargo, no está descrito en cuanto a magnitud de la obra y sus características.
Los indicadores de éxito a los que hace referencia de la efectividad para controlar erosión deben ser más conservadores, ya que por ejemplo la presencia de pedestales de erosión posterior a la época de lluvias debe ser considerado como una medida que no evita impacto significativo en suelo, específicamente en su capacidad para sustentar biodiversidad. Adicionalmente el plazo de seguimiento de un año es insuficiente, por lo que se solicita ampliar el tiempo de monitoreo de implementación de medidas y, por consiguiente, de los informes de seguimiento, de manera de extender el monitoreo de los procesos erosivos durante la fase de operación.
Respecto a lo referido en la respuesta 39 del Tomo I de la Adenda, se solicita al Titular agregar obras de control de erosión en toda la extensión del proyecto, no solo a partir de la comuna Diego de Almagro, ya que la activación de procesos erosivos no solo se puede dar por precipitaciones, sino que también por el movimiento de tierras y despeje de la cobertura vegetal, lo cual ocurrirá en todas las regiones en las que se emplaza el proyecto.
Además, se solicita al Titular agregar obras de control en polígonos donde por el emplazamiento del proyecto aumenta el riesgo de erosión a “muy alto”. Los polígonos detectados sin obras de control de erosión se ubican en las siguientes coordenadas UTM.
En la respuesta 39 del Tomo I de la Adenda, se menciona que el monitoreo se realizará después de cada periodo de precipitación que genere escorrentía superficial. Respecto a esto, se solicita especificar cómo se detectarán esos eventos, cómo se monitoreará la lluvia caída, a partir de cuánta precipitación se considera que puede haber escorrentía y en qué concentración de tiempo. Es importante señalar que la probabilidad de escorrentía variará no solo por regiones, sino que también por pendiente, cobertura vegetal, grado de erosión, por lo que puede ser una variable poco idónea para definir la periodicidad del monitoreo. Respecto a esto, se recomienda establecer una frecuencia de monitoreo constante, con una periodicidad determinada.
Por último, se solicita rectificar que el Apéndice 2 de la Adenda corresponde al “Control de erosión de suelos” y que el Apéndice 3 de la Adenda corresponde al kmz, al revés de lo indicado en el Anexo 1-5 de la Adenda.
Respuesta:
Xxx"
13,"De acuerdo con los antecedentes entregados por el Titular en respuesta 39 del Tomo I de la Adenda, se mantiene la incertidumbre respecto a si las medidas corresponden a medidas de mitigación para hacerse cargo de los impactos, o efectivamente corresponde a acciones asociadas al plan de contingencia y emergencia. Por lo anterior, se solicita explicitar en detalle el alcance de cada una de las obras en términos de magnitud y especificar indicadores claros para determinar si son efectivas para la función que se disponen en terreno. Esta observación debe hacerse extensiva a la respuesta 33 del Tomo I de la Adenda. Respuesta:
Xxx"
14,"De acuerdo a los antecedentes entregados en respuesta 40 del Tomo I de la Adenda, se solicita al Titular que en terrenos con pendiente mayores a 8%, en los que se realice descompactación y disposición de materia orgánica se incorpore el seguimiento de activación de procesos erosivos, el que debe extenderse por más de una temporada. Respuesta:
Xxx"
15,"Además, se solicita al Titular especificar en el Anexo 1-5 de la Adenda los criterios mencionados en la respuesta 40 del Tomo I de la Adenda, para considerar que un suelo ha sido compactado por el emplazamiento de obras temporales, además de las técnicas descritas que se utilizarán para la descompactación. Además, el Titular menciona que “en el caso que se verifique compactación del suelo, se realizarán trabajos de descompactación de toda el área intervenida por el proyecto”. Se solicita corregir por “en toda el área de emplazamiento de la obra temporal”. Respuesta:
Xxx"
16,"En la respuesta 40 del Tomo I de la Adenda, el Titular señala en relación con los Beneficios de las Técnicas de Escarificado y Seguimiento que “Ambas técnicas tienen el objetivo de mejorar la infiltración de agua, restaurar la estructura del suelo y facilitar rehabilitación del área afectada. Además, posterior a la intervención, se realizará un monitoreo de la densidad aparente para asegurar que la compactación ha sido adecuadamente controlada y que las condiciones del suelo favorecen la recuperación de la vegetación y la funcionalidad ecológica del área”. Al respecto, se señala al Titular que el monitoreo en relación a suelos debe incluir también mantener o preservar la clase de usos de suelos presente, por lo que no solamente se debe monitorear la densidad aparente del suelo, sino que se mantenga la clase de capacidad de uso de suelo que se definió para esa área durante el presente proceso de evaluación. Respuesta:
Xxx"
17,"De los antecedentes revisados de la respuesta 41 del Tomo I de la Adenda, se presentan las siguientes observaciones: En relación con la respuesta de la letra a), se solicita al Titular incorporar las actividades de mantención y conservación de obras de control de erosión en el Anexo 1-5 de la Adenda. Además, se solicita especificar cada cuándo se realizará la revisión de las obras durante la fase de operación, es decir, con qué periodicidad se realizará el monitoreo, o si solo será después de eventos climáticos extremos. En caso de ser esto último, se solicita especificar qué se considera por evento climático extremo, en relación con la cantidad de lluvia caída (mm), velocidad del viento, etc. Lo mismo aplica para la  calendarización de inspecciones y mantenimientos en el plan de mantenimiento anual respecto a la intensidad y frecuencia de los eventos de precipitación. En ambos aspectos, al igual que como se mencionó en la observación a la respuesta 39 de la Adenda, se recomienda establecer una frecuencia de monitoreo y mantención constante, con una periodicidad determinada.
Respecto a la limpieza y desobstrucción de sedimentos de las obras de control de erosión, esta actividad de mantención cobra sentido hacia las obras cuya finalidad principal es mejorar la infiltración, como por ejemplo las zanjas de infiltración, microterrazas forestales y microcuencas negarim. Sin embargo, no es una práctica recomendable hacia las obras cuya finalidad es la contención del suelo, ya que, en el caso de las obras de empalizada, por ejemplo, parte de su objetivo es acumular sedimento para resistir el desgaste de las cárcavas y estabilizar las pendientes. Por lo tanto, se solicita precisar que no en todas las obras se realizará limpieza y desobstrucción de sedimentos. Cabe destacar que esta actividad no debe ser realizada con maquinaria ya que podría generar un efecto adverso durante la fase de operación.
Relacionado a la respuesta b), el Titular señala que como parámetro de monitoreo se evaluará el flujo de escorrentía superficial luego de un evento de precipitación, y que si hay un aumento notable será indicativo de un aumento en el riesgo de erosión. Respecto a esto, se solicita especificar la metodología con la que se cuantificará el flujo de la escorrentía superficial y el valor de referencia con el que será comparado. Como recomendación, se sugiere establecer receptores de escorrentía calibrados en las obras de captación de escorrentía o de infiltración. Es importante destacar que la escorrentía puede aumentar o disminuir no solo por los procesos erosivos, sino que también por la intensidad y duración de los eventos de precipitación, por lo que es importante que en el análisis se incorpore este parámetro para una evaluación más precisa.
El monitoreo comprometido para la fase de construcción en el que se proponen parámetros a considerar para evaluar la significancia de los cambios erosivos y las acciones específicas para controlar la erosión debe ser comprometido para la fase de operación del Proyecto, proponiendo un indicador ecosistémico que permita suspender o distanciar estos monitoreos, lo que pudiera estar asociado a la revegetación natural de los diferentes sitios.
Se deben proponer indicadores de erosión más conservadores, ya que la aparición de pedestales o surcos de erosión podrían implicar impactos significativos.
Se solicita presentar un indicador asociado al seguimiento de vegetación que dé cuenta del éxito de la medida en cobertura y tiempo.
Respuesta:
Xxx"
18,"El Titular en la respuesta 42 del Tomo I de la Adenda, que se refiere al numeral 1.7.2 ""Actividades de restauración de la geoforma o morfología, vegetación y cualquier otro componente ambiental que haya sido afectado durante la ejecución del Proyecto"", deberá considerar, por cada una de las faenas- u obras temporales- que se realizarán a lo largo del trazado de la línea, efectuar estas acciones para que el suelo y la vegetación sean restauradas, mediante las medidas que se consideren necesarias, dejando el ecosistema terrestre afectado en condiciones similares a las originales. Respuesta:
Xxx"
19,"De acuerdo a lo presentado por el Titular en la respuesta 44 del Tomo I de la Adenda, se tiene las siguientes observaciones: Relacionado a la respuesta h), se solicita al Titular homologar información ya que en la descripción de la Tabla 1-20 del Anexo 1-1 de la Adenda menciona 584 plazas de tendido asociadas a la LTE HVDC, no obstante, hay 576 objetos en el respectivo archivo kmz. Se solicita aclarar y/o corregir, según corresponda.
El Titular aclara la información observada. Sin embargo, en la respuesta a la observación 44 literal k) de la Adenda, señala una superficie total de intervención directa del Proyecto de 2.535,39 ha, distinto a lo presentado en el Anexo 1-1 de la Adenda de 2.520,56 ha. Al respecto, se solicita aclarar o rectificar, según corresponda, la información proporcionada en esta oportunidad.
En relación a la respuesta del literal l), el Titular aclara la forma de determinar la superficie de los frentes de trabajo, sin embargo, se solicita al Titular corregir el valor de la superficie total a 1.416,97 ha, que es la superficie que presenta el shape del Anexo 1-2 de la Adenda.
Si bien el Titular aclara la información, no actualiza la Tabla 1-111 del Anexo 1- 2 de la Adenda “Volumen y Superficie de Escarpe en Subestación Convertidora Lo Aguirre”, por lo que se solicita al Titular incorporar información de superficie.
En base a la respuesta del literal r), se aclara que la remoción de radieres debe ser a la profundidad necesaria que permita mantener la clase de capacidad de uso del suelo previo a la intervención de éste, cumpliendo todos los parámetros de aproximación y definición de la pauta de estudios SAG (2011). Esta observación debe hacerse extensiva a la respuesta 43 de la Adenda.
Respuesta:
Xxx"
20,"Se solicita al Titular que de acuerdo a la afirmación de la respuesta 45 del Tomo I de la Adenda, todos aquellos suelos que se alteran por establecimiento de torres deben considerarse como pérdida de suelo o pérdida de su capacidad para sustentar biodiversidad, considerando que el Proyecto considera una duración indefinida. Respuesta:
De acuerdo con lo solicitado, se aclara que tal como fue presentado en Adenda anterior la superficie utilizada por las bases (patas) de las torres si fue considerada como parte de la superficie de intervención permanente y por ende en el Impacto de Pérdida de suelos. Adicionalmente, en la presente Adenda Complementaria, se ha incorporado a dicha área de afectación en el componente suelo, la superficie envolvente de las patas de las torres para estimar la superficie de afectación.
Específicamente, en el caso de las torres de tipo autosoportadas (cuatro patas o bases de torre), se realizó el envolvente incluyendo el área que queda bajo las torres, sumando una superficie adicional considerada como Pérdida de suelo en la actualización de la evaluación de impacto del Proyecto.
En el esquema presentado a continuación, se muestra el detalle de la envolvente de las bases de las patas de las torres, el cual está conformado por base de torre más área bajo torre. Cabe destacar que la restante área asociada al frente de trabajo corresponde a intervención temporal, evaluado como alteración de la Capacidad de sustentar biodiversidad.
Figura 1. Esquema de superficie envolvente de base de torres autosoportadas
Fuente: Elaboración propia.
La incorporación de la envolvente de las torres genera un aumento en las superficies consideradas como intervención permanente en cada uno de los frentes de trabajo a implementar a lo largo del Proyecto, junto con el resto de las obras permanentes. El desglose de la superficie adicional por la envolvente de las torres por región es el siguiente:
Tabla 1. Superficie de envolvente bajo las torres de tipo autosoportada y la clasificación de CCUS de suelo por región
Fuente: Elaboración propia."
21,"En la respuesta 57 del Tomo I de la Adenda, Tabla 60 “Plan de emergencia por derrame de agua de lavado de canoas de camiones míxer debido a precipitaciones”, el Titular señala que “Además, toda la tierra o suelo sin pavimentar que haya tenido contacto con el residuo líquido no peligroso será removido, depositado en contenedores y llevado a la instalación de faena más cercana”, sin embargo no señala acciones respecto de la restauración de lugar, la que debe presentar al igual que lo señalado anteriormente a las mismas condiciones en que se encontraba el suelo originalmente, para lo que debe presentar indicadores cuantificables que demuestren que el área ha sido restaurada a su condición original, lo que debe hacerse extensivo a cualquier restauración de suelo que se vea alterada ante el establecimiento del Proyecto durante todas sus fases. Se solicita la Titular presentar esta información. Respuesta:
El Titular aclara que dadas las características del potencial derrame desde las piscinas de decantación, por tratarse de una mezcla de agua y restos de hormigón, el cual no contiene elementos químicos y no se trata de un residuo industrial peligroso, el efecto que pudiera tener sobre el suelo es el cambio de pH dada la composición de la lechada. Por lo tanto, tal como se señaló, el sector afectado será removido, depositado en contenedores y llevado a la instalación de faena más cercana. Posterior a ello, se realizará un análisis de pH del sector para verificar que haya sido removido todo el material afectado."
22,"En la respuesta 61 literal d) del Tomo I de la Adenda, el Titular señala que “para el desmantelamiento de las plantas de hormigón una vez terminada la fase de obras civiles del Proyecto, se contempla el lavado de equipos y la disposición de estos efluentes en las mismas piscinas decantadoras”, sin embargo, no señala el destino que tendrá el contenido de las piscinas de decantación, por lo que se solicita aclarar la información. Respuesta:
El Titular señala que, tal como se indica en el literal d) de la pregunta 61 del Tomo I de la Adenda que “posterior a la evaporación del agua se procederá a retirar los restos como residuo industrial sólido no peligroso, el cual será trasladado temporalmente a un patio de salvataje, para su posterior disposición final”, por lo que dichos residuos serán retirados por una empresa autorizada, la cual los trasladará a un sitio de disposición final debidamente autorizado.
Residuos sólidos"
23,"Se solicita al Titular informar la periodicidad y describir las actividades de mantención que se realizarán en la Región de Coquimbo, en la fase de operación del Proyecto, incluyendo la identificación y estimación de los residuos no peligrosos y asimilables a domiciliarios, que se generarán en estos lugares de trabajo, sitio de almacenamiento, frecuencia de retiro, entre otros. Respuesta:
El Titular informa que durante la fase de operación del Proyecto, en todas las regiones de emplazamiento del mismo, se contempla la ejecución de actividades de mantenimiento preventivo, predictivo, correctivo además de reparaciones de emergencia, tanto en la línea de transmisión como en las infraestructuras de apoyo (accesos, caminos y estaciones repetidoras de telecomunicaciones), según se detalla a continuación.
Tabla 1. Actividades de mantención y Periodicidad
Fuente: Ingeniería del Proyecto.
Respecto a los residuos a generar en estas actividades, en la siguiente tabla se presenta la estimación de residuos dependiendo de cada actividad a realizar:
Tabla 2. Identificación y estimación de residuos no peligrosos y asimilables a domiciliarios
Fuente: Ingeniería del Proyecto.
La generación total dependerá del tamaño de la cuadrilla y de la duración de la intervención. En todo caso, a modo general, las cuadrillas estarán compuestas por 5 a 6 personas. Además, es importante mencionar que la duración de cada actividad será variable dependiendo de los trabajos correctivos a realizar, siendo la habitualidad de estas de 1 día, a excepción de los eventos de reparación de emergencia que pueden tener una duración superior a 1 día. Debido a lo anterior, los residuos serán acopiados durante el día en contenedores portátiles, dispuestos en los lugares de trabajo (o en vehículos de apoyo), y retirados al término de cada jornada por un transportista que cuente con autorizaciones sanitarias pertinentes para su traslado a instalaciones autorizadas para su disposición final. Lo anterior se verificará manteniendo un registro de los contratistas que ejecutan esta actividad, en el cual se verifique la autorización respectiva y el destino final de los residuos (valorización o eliminación).
Residuos Líquidos"
24,"En relación al manejo de las aguas servidas, propuesto para las distintas fases del Proyecto, se señala lo siguiente: Según se indica en las respuestas 62 literal a), 65, 71 literal a), 77 del Tomo I de la Adenda, entre otras, el Titular contempla, como solución alternativa a la reutilización de las aguas servidas tratadas (humectación), habilitar un sistema de infiltración para el 50% del caudal medio generado en las plantas de tratamiento, excepto en los sistemas que se habilitarán en las instalaciones de faena Illapel, Pudahuel y Lo Aguirre, para los que se propone infiltrar sólo el 20% del caudal generado, aumentando al doble la capacidad de almacenamiento de aguas servidas tratadas o retirando el efluente restante “por una empresa autorizada” (respuesta 54 de la Adenda).
Al respecto, se aclara al Titular que el sistema de disposición final alternativo del efluente tratado tiene por finalidad mantener la continuidad operacional de la planta de tratamiento de aguas servidas cuando no sea factible hacer el reúso del efluente propuesto (humectación de caminos). Por ello, el requerimiento de que dicho sistema esté diseñado para eliminar -al menos- el 50% del caudal medio diario, es la forma mediante la cual la Autoridad Sanitaria minimiza el riesgo de colapso de las instalaciones sanitarias, asegurando, además, que el sistema de tratamiento mantenga su continuidad y autonomía en cualquier condición de operación. Por lo mismo, el retiro de aguas tratadas por un camión limpia fosa es una alternativa de carácter excepcional, aplicable en situaciones puntuales y por periodos acotados (por ej. en faenas temporales de corta duración), por lo que no debe ser considerada una solución de largo plazo.
Por lo anterior, el Titular deberá modificar la solución alternativa propuesta para los sistemas de tratamiento ya identificados, adjuntando todos los antecedentes que permitan su evaluación. Al respecto, en caso de que por las características del lugar de emplazamiento no sea factible la infiltración continua de las aguas tratadas, se deberá analizar técnicamente otra solución, como, por ejemplo, la descarga del efluente tratado a un curso superficial, en cuyo caso se deberá proporcionar la información que permita su evaluación en el marco del proceso.
En relación a esto último, sin perjuicio que en la respuesta 54 del Tomo I de la Adenda el Titular informa que no habilitará los sistemas de reutilización de aguas grises propuestos en el EIA, cabe hacer presente que el reúso de aguas grises tratadas en recarga de inodoros o urinarios podría permitir reducir el caudal de aguas servidas a descargar, y por ende, el valor que debería ser usado para el diseño de los sistemas de infiltración. Por ello, en caso de considerar estos sistemas, se deberán considerar los requerimientos técnicos que resulten aplicables del D.S. N° 40, de fecha 20 de abril de 2022, del Ministerio de Salud, que aprueba el “Reglamento sobre Condiciones Sanitarias Básicas para la Reutilización de Aguas Grises”, incorporándolos, además, en los contenidos del PAS 138.
Si bien en la respuesta 65 del Tomo I de la Adenda el Titular propone utilizar la Tabla 1 de la NCh 1333, como norma de referencia para reutilizar el efluente generado en las plantas de tratamiento de aguas servidas en humectación de caminos, considerando que- actualmente- se encuentra vigente el D.S. N° 40, de fecha 20 de abril de 2022, del Ministerio de Salud, que aprueba el “Reglamento sobre Condiciones Sanitarias Básicas para la Reutilización de Aguas Grises”, se solicita considerar -como estándar de calidad para el reuso propuesto- los valores contenidos en la Tabla 4 del art. 36 del citado reglamento, que corresponden a los parámetros de interés sanitario que deberían controlarse en el efluente tratado.
Respuesta:
Xxx"
